"institution_storing","nRecords","pRecords","RecordType","FilterType","cumFrac"
"Research Collection of Valeriu Albu",178,9.38482473839801e-05,"raw","US|Canada",0.995004953394855
"Natural History Museum of Los Angeles County",177,9.33210100391263e-05,"raw","US|Canada",0.995098274404894
"University of Arizona, Insect Collection",175,9.22665353494186e-05,"raw","US|Canada",0.995190540940244
"Water Security Agency, Saskatchewan Watershed Authority",174,9.17392980045648e-05,"raw","US|Canada",0.995282280238248
"Frost Entomological Museum",172,9.06848233148572e-05,"raw","US|Canada",0.995372965061563
"Washington State University, James Entomological Collection",171,9.01575859700034e-05,"raw","US|Canada",0.995463122647533
"Stantec Consulting Ltd., Stantec Southgate Laboratory",167,8.80486365905881e-05,"raw","US|Canada",0.995551171284124
"Research Collection of Robert Dooh",153,8.06673137626346e-05,"raw","US|Canada",0.995631838597886
"Research Collection of Wayne Knee",153,8.06673137626346e-05,"raw","US|Canada",0.995712505911649
"Royal Saskatchewan Museum",148,7.80311270383655e-05,"raw","US|Canada",0.995790537038687
"University of California, Berkeley",142,7.48677029692425e-05,"raw","US|Canada",0.995865404741656
"Smithsonian Institution, Dept of Invertebrate Zoology",139,7.32859909346811e-05,"raw","US|Canada",0.995938690732591
"Texas A&M University, College Station",135,7.11770415552658e-05,"raw","US|Canada",0.996009867774146
"University of Toronto",133,7.01225668655582e-05,"raw","US|Canada",0.996079990341012
"Utah State University, Logan Bee Lab",133,7.01225668655582e-05,"raw","US|Canada",0.996150112907877
"Oregon State University",132,6.95953295207043e-05,"raw","US|Canada",0.996219708237398
"Senckenberg Deutsches Entomologisches Institut",130,6.85408548309967e-05,"raw","US|Canada",0.996288249092229
"Clemson University",129,6.80136174861429e-05,"raw","US|Canada",0.996356262709715
"Research Collection of Joseph S. Belicek",129,6.80136174861429e-05,"raw","US|Canada",0.996424276327201
"Research Collection of Lloyd R. Davis",124,6.53774307618738e-05,"raw","US|Canada",0.996489653757963
"University of Pennsylvania",115,6.06322946581894e-05,"raw","US|Canada",0.996550286052621
"University of Quebec at Montreal",110,5.79961079339203e-05,"raw","US|Canada",0.996608282160555
"Research Collection of Jennifer Bundy",109,5.74688705890665e-05,"raw","US|Canada",0.996665751031144
"No Voucher Tissue",107,5.64143958993588e-05,"raw","US|Canada",0.996722165427044
"Research Collection of Jim Troubridge",103,5.43054465199435e-05,"raw","US|Canada",0.996776470873564
"University of Michigan",103,5.43054465199435e-05,"raw","US|Canada",0.996830776320084
"Dalhousie University",95,5.0087547761113e-05,"raw","US|Canada",0.996880863867845
"Texas Lepidoptera Survey",91,4.79785983816977e-05,"raw","US|Canada",0.996928842466226
"Minot State University",90,4.74513610368439e-05,"raw","US|Canada",0.996976293827263
"Research Collection of Jesse Jarvis",90,4.74513610368439e-05,"raw","US|Canada",0.9970237451883
"Aquatic Bioassessment Lab CSU Chico",88,4.63968863471362e-05,"raw","US|Canada",0.997070142074647
"Florida Museum of Natural History",88,4.63968863471362e-05,"raw","US|Canada",0.997116538960995
"El Colegio de la Frontera Sur",87,4.58696490022824e-05,"raw","US|Canada",0.997162408609997
"University of Minnesota",87,4.58696490022824e-05,"raw","US|Canada",0.997208278258999
"Bedford Institute of Oceanography",86,4.53424116574286e-05,"raw","US|Canada",0.997253620670656
"McGuire Centre for Lepidoptera and Biodiversity",86,4.53424116574286e-05,"raw","US|Canada",0.997298963082314
"North Dakota State University",85,4.48151743125748e-05,"raw","US|Canada",0.997343778256626
"Research Collection of Kenelm Philip",85,4.48151743125748e-05,"raw","US|Canada",0.997388593430939
"University of Toronto, Scarborough",85,4.48151743125748e-05,"raw","US|Canada",0.997433408605252
"Washington State University",85,4.48151743125748e-05,"raw","US|Canada",0.997478223779564
"University of Wroclaw, Zoological Institute",82,4.32334622780133e-05,"raw","US|Canada",0.997521457241842
"North American Lepidoptera Biodiversity, LLC",81,4.27062249331595e-05,"raw","US|Canada",0.997564163466775
"Colorado State University, Dept. of Bioagri. Sci. and Pest Management",80,4.21789875883057e-05,"raw","US|Canada",0.997606342454364
"University of California-Davis, Bohart Museum of Entomology",79,4.16517502434518e-05,"raw","US|Canada",0.997647994204607
"Palomar College",78,4.1124512898598e-05,"raw","US|Canada",0.997689118717506
"Research Collection of Ross Layberry",77,4.05972755537442e-05,"raw","US|Canada",0.997729715993059
"University of New Brunswick, Fredericton",77,4.05972755537442e-05,"raw","US|Canada",0.997770313268613
"University of Idaho, W. F. Barr Entomological Collection",75,3.95428008640366e-05,"raw","US|Canada",0.997809856069477
"Rutgers, The State University of New Jersey",73,3.84883261743289e-05,"raw","US|Canada",0.997848344395652
"CIRAD, Plant Protection Center",72,3.79610888294751e-05,"raw","US|Canada",0.997886305484481
"Denver Museum of Nature and Science",72,3.79610888294751e-05,"raw","US|Canada",0.99792426657331
"University of British Columbia, Beaty Biodiversity Museum",70,3.69066141397675e-05,"raw","US|Canada",0.99796117318745
"University of Waikato",69,3.63793767949136e-05,"raw","US|Canada",0.997997552564245
"Blue Ridge Parkway",67,3.5324902105206e-05,"raw","US|Canada",0.99803287746635
"Douglas College",67,3.5324902105206e-05,"raw","US|Canada",0.998068202368456
"McGill University",64,3.37431900706445e-05,"raw","US|Canada",0.998101945558526
"Research Collection of Franz Puehringer",64,3.37431900706445e-05,"raw","US|Canada",0.998135688748597
"Florida Agricultural and Mechanical University",63,3.32159527257907e-05,"raw","US|Canada",0.998168904701323
"Natural History Museum, London",63,3.32159527257907e-05,"raw","US|Canada",0.998202120654048
"Southern California Coastal Water Research Project",63,3.32159527257907e-05,"raw","US|Canada",0.998235336606774
"Research Collection of Jean Haxaire",62,3.26887153809369e-05,"raw","US|Canada",0.998268025322155
"United States Department of Agriculture, ARS, Systematic Entomology Laboratory",61,3.21614780360831e-05,"raw","US|Canada",0.998300186800191
"Museum of Southwestern Biology",60,3.16342406912293e-05,"raw","US|Canada",0.998331821040882
"Museum Zoological Helsinki",60,3.16342406912293e-05,"raw","US|Canada",0.998363455281574
"Research Collection of Hans Riefenstahl",60,3.16342406912293e-05,"raw","US|Canada",0.998395089522265
"Coastal Marine Biolabs",56,2.9525291311814e-05,"raw","US|Canada",0.998424614813577
"Michigan State University Museum",55,2.89980539669601e-05,"raw","US|Canada",0.998453612867544
"North Carolina State University, Private Collection",55,2.89980539669601e-05,"raw","US|Canada",0.998482610921511
"Museum National d'Histoire Naturelle de Paris, Provisional Research Collection",53,2.79435792772525e-05,"raw","US|Canada",0.998510554500788
"Research Collection of Tyler Walsh, Laurentian University",53,2.79435792772525e-05,"raw","US|Canada",0.998538498080065
"Universite du Quebec a Chicoutimi",53,2.79435792772525e-05,"raw","US|Canada",0.998566441659342
"Pennsylvania State Department of Agriculture",51,2.68891045875449e-05,"raw","US|Canada",0.99859333076393
"University of New England",51,2.68891045875449e-05,"raw","US|Canada",0.998620219868518
"University of Wisconsin-Madison",50,2.6361867242691e-05,"raw","US|Canada",0.99864658173576
"North Carolina DEQ, DWR, Biological Assessment",48,2.53073925529834e-05,"raw","US|Canada",0.998671889128313
"Agricultural Scientific Collections Unit, New South Wales",47,2.47801552081296e-05,"raw","US|Canada",0.998696669283521
"Research Collection of David Ruiter",47,2.47801552081296e-05,"raw","US|Canada",0.99872144943873
"San Diego State University",46,2.42529178632758e-05,"raw","US|Canada",0.998745702356593
"Southern Nazarene University",46,2.42529178632758e-05,"raw","US|Canada",0.998769955274456
"National Marine Fisheries Service, Alaska",44,2.31984431735681e-05,"raw","US|Canada",0.99879315371763
"Research Collection of Charles Bird",43,2.26712058287143e-05,"raw","US|Canada",0.998815824923458
"Towson University",43,2.26712058287143e-05,"raw","US|Canada",0.998838496129287
"Florida Museum of Natural History, McGuire Center for Lepidoptera and Biodiversity",42,2.21439684838605e-05,"raw","US|Canada",0.998860640097771
"Research Collection of Martin Hauser",42,2.21439684838605e-05,"raw","US|Canada",0.998882784066255
"Guangdong Inspection and Quarantine Technology Center",41,2.16167311390067e-05,"raw","US|Canada",0.998904400797394
"U. S. Food and Drug Administration, Center for Veterinary Medicine",41,2.16167311390067e-05,"raw","US|Canada",0.998926017528533
"Pennington Associates Inc.",40,2.10894937941528e-05,"raw","US|Canada",0.998947107022327
"Research Collection of Rodolphe Rougerie",40,2.10894937941528e-05,"raw","US|Canada",0.998968196516121
"Research Collection of Royce Steeves",40,2.10894937941528e-05,"raw","US|Canada",0.998989286009915
"Research Collection of the Segebarth Family",40,2.10894937941528e-05,"raw","US|Canada",0.999010375503709
"Mississippi College",39,2.0562256449299e-05,"raw","US|Canada",0.999030937760159
"Universtiy of Arizona, Insect Collection",38,2.00350191044452e-05,"raw","US|Canada",0.999050972779263
"Northern Arizona University",36,1.89805444147375e-05,"raw","US|Canada",0.999069953323678
"Research Collection of Carle Belanger",36,1.89805444147375e-05,"raw","US|Canada",0.999088933868093
"Research Collection of D. L. Wagner",34,1.79260697250299e-05,"raw","US|Canada",0.999106859937818
"Research Collection of Frank Meister",33,1.73988323801761e-05,"raw","US|Canada",0.999124258770198
"United States Department of Agriculture, Forest Service, Northern Research Station",33,1.73988323801761e-05,"raw","US|Canada",0.999141657602578
"Agriculture and Agri-Food Canada",31,1.63443576904684e-05,"raw","US|Canada",0.999158001960268
"Essig Museum of Entomology",31,1.63443576904684e-05,"raw","US|Canada",0.999174346317959
"Research Collection of G. Balogh",31,1.63443576904684e-05,"raw","US|Canada",0.999190690675649
"Duke University",30,1.58171203456146e-05,"raw","US|Canada",0.999206507795995
"Forillon National Park",30,1.58171203456146e-05,"raw","US|Canada",0.999222324916341
"National Museum of Natural History, Bulgaria",30,1.58171203456146e-05,"raw","US|Canada",0.999238142036686
"Research Collection of Mike Raschko",30,1.58171203456146e-05,"raw","US|Canada",0.999253959157032
"University of Bergen, Natural History Collections",30,1.58171203456146e-05,"raw","US|Canada",0.999269776277377
"Metropolitan Toronto Zoo",29,1.52898830007608e-05,"raw","US|Canada",0.999285066160378
"University of Oulu",29,1.52898830007608e-05,"raw","US|Canada",0.999300356043379
"Uniformed Services University of the Health Sciences",28,1.4762645655907e-05,"raw","US|Canada",0.999315118689035
"Kentucky Department of Environmental Protection",27,1.42354083110532e-05,"raw","US|Canada",0.999329354097346
"National Park Service, Obed Wild and Scenic River",25,1.31809336213455e-05,"raw","US|Canada",0.999342535030967
"Research Collection of John Peacock",25,1.31809336213455e-05,"raw","US|Canada",0.999355715964589
"Research Collection of Tatiana Rossolimo",25,1.31809336213455e-05,"raw","US|Canada",0.99936889689821
"Wayne State University, School of Medicine",25,1.31809336213455e-05,"raw","US|Canada",0.999382077831831
"Ontario Ministry of Agriculture, Food & Rural Affairs",24,1.26536962764917e-05,"raw","US|Canada",0.999394731528108
"Little River Canyon National Preserve",22,1.15992215867841e-05,"raw","US|Canada",0.999406330749695
"Research Collection of Paul M. Brunelle",22,1.15992215867841e-05,"raw","US|Canada",0.999417929971281
"SNSB, Zoologische Staatssammlung Muenchen",22,1.15992215867841e-05,"raw","US|Canada",0.999429529192868
"Maine State Museum, Augusta",21,1.10719842419302e-05,"raw","US|Canada",0.99944060117711
"Ocean Genome Legacy",21,1.10719842419302e-05,"raw","US|Canada",0.999451673161352
"Private Collection ofAnn S. Hendrickson",21,1.10719842419302e-05,"raw","US|Canada",0.999462745145594
"National Plant Quarantine Service, South Korea",20,1.05447468970764e-05,"raw","US|Canada",0.999473289892491
"University of Hawaii at Manoa",20,1.05447468970764e-05,"raw","US|Canada",0.999483834639388
"Research Collection of Hensel",19,1.00175095522226e-05,"raw","US|Canada",0.99949385214894
"Research Collection of Paul H. Williams",19,1.00175095522226e-05,"raw","US|Canada",0.999503869658493
"Simon Fraser University, Burnaby",18,9.49027220736877e-06,"raw","US|Canada",0.9995133599307
"Research Collection of Daniel Herbin",17,8.96303486251495e-06,"raw","US|Canada",0.999522322965562
"Research Collection of Darryl Willis",17,8.96303486251495e-06,"raw","US|Canada",0.999531286000425
"Research Collection of E. Jendek",17,8.96303486251495e-06,"raw","US|Canada",0.999540249035287
"Museum National d'Histoire Naturelle, Paris",16,8.43579751766113e-06,"raw","US|Canada",0.999548684832805
"Research Collection of Stewart B. Peck",16,8.43579751766113e-06,"raw","US|Canada",0.999557120630323
"University of Melbourne",16,8.43579751766113e-06,"raw","US|Canada",0.999565556427841
"Nova Scotia Agricultural College",15,7.90856017280731e-06,"raw","US|Canada",0.999573464988013
"Research Collection of Cory Sheffield",15,7.90856017280731e-06,"raw","US|Canada",0.999581373548186
"University of Turku, Zoological Museum",15,7.90856017280731e-06,"raw","US|Canada",0.999589282108359
"University of Colorado, Museum of Natural History",14,7.38132282795349e-06,"raw","US|Canada",0.999596663431187
"University of Manitoba",14,7.38132282795349e-06,"raw","US|Canada",0.999604044754015
"Indiana University of Pennsylvania",13,6.85408548309967e-06,"raw","US|Canada",0.999610898839498
"Research Collection of Stefan Naumann",13,6.85408548309967e-06,"raw","US|Canada",0.999617752924981
"Universite de Montpellier",13,6.85408548309967e-06,"raw","US|Canada",0.999624607010464
"Bangor University",12,6.32684813824585e-06,"raw","US|Canada",0.999630933858602
"Museum d'Histoire Naturelle, Geneve",12,6.32684813824585e-06,"raw","US|Canada",0.999637260706741
"Nova Scotia Museum",12,6.32684813824585e-06,"raw","US|Canada",0.999643587554879
"Research Collection of Samuel G. Pinna",12,6.32684813824585e-06,"raw","US|Canada",0.999649914403017
"University of Utah",12,6.32684813824585e-06,"raw","US|Canada",0.999656241251155
"Wayne State University",12,6.32684813824585e-06,"raw","US|Canada",0.999662568099294
"Australian National Insect Collection",11,5.79961079339203e-06,"raw","US|Canada",0.999668367710087
"Cumberland Gap National Historical Park",11,5.79961079339203e-06,"raw","US|Canada",0.99967416732088
"Mammoth Cave National Park",11,5.79961079339203e-06,"raw","US|Canada",0.999679966931674
"Research Collection of David Webster",11,5.79961079339203e-06,"raw","US|Canada",0.999685766542467
"Research Collection of David Wikle",11,5.79961079339203e-06,"raw","US|Canada",0.99969156615326
"Research Collection of Luke M. Jacobus",11,5.79961079339203e-06,"raw","US|Canada",0.999697365764054
"Research Collection of Pierre Rasmont",11,5.79961079339203e-06,"raw","US|Canada",0.999703165374847
"Universitat Autonoma de Barcelona, Laboratorio de Zoologia",11,5.79961079339203e-06,"raw","US|Canada",0.999708964985641
"Beijing Forestry University",10,5.27237344853821e-06,"raw","US|Canada",0.999714237359089
"CIRAD",10,5.27237344853821e-06,"raw","US|Canada",0.999719509732538
"Research Collection of G. Pohl",10,5.27237344853821e-06,"raw","US|Canada",0.999724782105986
"University of Minho, Centre of Molecular and Environmental Biology",10,5.27237344853821e-06,"raw","US|Canada",0.999730054479435
"Academy of Natural Sciences, Philadelphia",9,4.74513610368439e-06,"raw","US|Canada",0.999734799615539
"International Centre of Insect Physiology and Ecology",9,4.74513610368439e-06,"raw","US|Canada",0.999739544751642
"Kings Mountain National Military Park",9,4.74513610368439e-06,"raw","US|Canada",0.999744289887746
"Swedish Museum of Natural History",9,4.74513610368439e-06,"raw","US|Canada",0.99974903502385
"Towson University, Entomological Collection",9,4.74513610368439e-06,"raw","US|Canada",0.999753780159953
"United States National Museum",9,4.74513610368439e-06,"raw","US|Canada",0.999758525296057
"University of Florida",9,4.74513610368439e-06,"raw","US|Canada",0.999763270432161
"University of Windsor",9,4.74513610368439e-06,"raw","US|Canada",0.999768015568264
"University of Wyoming",9,4.74513610368439e-06,"raw","US|Canada",0.999772760704368
"Auburn University Entomology Museum",8,4.21789875883057e-06,"raw","US|Canada",0.999776978603127
"Big South Fork National River and Recreation Area",8,4.21789875883057e-06,"raw","US|Canada",0.999781196501886
"Harvard University",8,4.21789875883057e-06,"raw","US|Canada",0.999785414400645
"John Sandberg Stonefly Collection",8,4.21789875883057e-06,"raw","US|Canada",0.999789632299403
"Research Collection of Robert Hanner",8,4.21789875883057e-06,"raw","US|Canada",0.999793850198162
"Research Collection of Thibaud Decaens",8,4.21789875883057e-06,"raw","US|Canada",0.999798068096921
"Royal Military College of Canada, Environmental Sciences Group",8,4.21789875883057e-06,"raw","US|Canada",0.99980228599568
"Texas Museum of Entomology",8,4.21789875883057e-06,"raw","US|Canada",0.999806503894439
"USGS Great Lakes Science Center",8,4.21789875883057e-06,"raw","US|Canada",0.999810721793198
"Utah State University",8,4.21789875883057e-06,"raw","US|Canada",0.999814939691956
"American Museum of Natural History",7,3.69066141397675e-06,"raw","US|Canada",0.99981863035337
"Barcode of Life Data Systems",7,3.69066141397675e-06,"raw","US|Canada",0.999822321014784
"Guilford Courthouse National Military Park",7,3.69066141397675e-06,"raw","US|Canada",0.999826011676198
"Institut Cavanilles de Biodiversitat i Biologia Evolutiva",7,3.69066141397675e-06,"raw","US|Canada",0.999829702337612
"Institut National de la Recherche Agronomique, Zoologie Forestiere",7,3.69066141397675e-06,"raw","US|Canada",0.999833392999026
"North Carolina State University, Centennial Campus",7,3.69066141397675e-06,"raw","US|Canada",0.99983708366044
"Research Collection of Michel Laguerre",7,3.69066141397675e-06,"raw","US|Canada",0.999840774321854
"Research Collection of Tomas Mustelin",7,3.69066141397675e-06,"raw","US|Canada",0.999844464983268
"Zoologisches Forschungsmuseum Alexander Koenig",7,3.69066141397675e-06,"raw","US|Canada",0.999848155644682
"Bulgarian Academy of Sciences, Institute of Zoology",6,3.16342406912292e-06,"raw","US|Canada",0.999851319068751
"California State Collection of Arthropods",6,3.16342406912292e-06,"raw","US|Canada",0.99985448249282
"Government of Western Australia, Dept of Fisheries",6,3.16342406912292e-06,"raw","US|Canada",0.99985764591689
"Research Collection of Lars Crabo",6,3.16342406912292e-06,"raw","US|Canada",0.999860809340959
"Research Collection of T. Harrison",6,3.16342406912292e-06,"raw","US|Canada",0.999863972765028
"Royal Museum for Central Africa",6,3.16342406912292e-06,"raw","US|Canada",0.999867136189097
"Smithsonian Institution, NMNH, Department of Invertebrate Zoology",6,3.16342406912292e-06,"raw","US|Canada",0.999870299613166
"University of Maryland, Baltimore County",6,3.16342406912292e-06,"raw","US|Canada",0.999873463037235
"Brigham Young University",5,2.6361867242691e-06,"raw","US|Canada",0.999876099223959
"Florida State Collection of Arthropods",5,2.6361867242691e-06,"raw","US|Canada",0.999878735410684
"Huntsman Marine Science Centre",5,2.6361867242691e-06,"raw","US|Canada",0.999881371597408
"Research Collection of J. Heppner",5,2.6361867242691e-06,"raw","US|Canada",0.999884007784132
"Research Collection of J. R. Wiker",5,2.6361867242691e-06,"raw","US|Canada",0.999886643970856
"Research Collection of Jeff Slotten",5,2.6361867242691e-06,"raw","US|Canada",0.999889280157581
"Research Collection of Jurij Rekelj",5,2.6361867242691e-06,"raw","US|Canada",0.999891916344305
"Research Collection of Kirby Wolfe",5,2.6361867242691e-06,"raw","US|Canada",0.999894552531029
"Research Collection of Kyle Johnson",5,2.6361867242691e-06,"raw","US|Canada",0.999897188717753
"Research Collection of L. Jolicoeur",5,2.6361867242691e-06,"raw","US|Canada",0.999899824904478
"Universidad Nacional Autonoma de Mexico, Coleccion Nacional de Insectos",5,2.6361867242691e-06,"raw","US|Canada",0.999902461091202
"University of Arizona",5,2.6361867242691e-06,"raw","US|Canada",0.999905097277926
"University of California, Irvine, Developmental Biology Centre",5,2.6361867242691e-06,"raw","US|Canada",0.999907733464651
"University of Mississippi",5,2.6361867242691e-06,"raw","US|Canada",0.999910369651375
"Western Australian Museum",5,2.6361867242691e-06,"raw","US|Canada",0.999913005838099
"Bishop Museum",4,2.10894937941528e-06,"raw","US|Canada",0.999915114787479
"Research Collection of Alan Wormington",4,2.10894937941528e-06,"raw","US|Canada",0.999917223736858
"Research Collection of Andreas Bergmann",4,2.10894937941528e-06,"raw","US|Canada",0.999919332686237
"Research Collection of Gerfried Deschka",4,2.10894937941528e-06,"raw","US|Canada",0.999921441635617
"Research Collection of Joao Lima",4,2.10894937941528e-06,"raw","US|Canada",0.999923550584996
"Research Collection of S. M. Bogdanowicz",4,2.10894937941528e-06,"raw","US|Canada",0.999925659534376
"Research Collection of T. S. Dickel",4,2.10894937941528e-06,"raw","US|Canada",0.999927768483755
"Royal Alberta Museum, Invertebrate Zoology",4,2.10894937941528e-06,"raw","US|Canada",0.999929877433134
"United States Department of Agriculture, Systematic Entomology Lab",4,2.10894937941528e-06,"raw","US|Canada",0.999931986382514
"College of the North Atlantic, Carbonear",3,1.58171203456146e-06,"raw","US|Canada",0.999933568094548
"Finnish Museum of Natural History, Zoological Museum",3,1.58171203456146e-06,"raw","US|Canada",0.999935149806583
"Museo Argentino de Ciencias Naturales, Bernardino Rivadavia",3,1.58171203456146e-06,"raw","US|Canada",0.999936731518618
"Ninety Six National Historic Site",3,1.58171203456146e-06,"raw","US|Canada",0.999938313230652
"Private Collection of David L.Wagner",3,1.58171203456146e-06,"raw","US|Canada",0.999939894942687
"Research Collection of David C. Lees",3,1.58171203456146e-06,"raw","US|Canada",0.999941476654721
"Research Collection of Don Davis",3,1.58171203456146e-06,"raw","US|Canada",0.999943058366756
"Research Collection of Felix A. H. Sperling",3,1.58171203456146e-06,"raw","US|Canada",0.99994464007879
"Research Collection of Vernon Brou",3,1.58171203456146e-06,"raw","US|Canada",0.999946221790825
"University of California, Riverside",3,1.58171203456146e-06,"raw","US|Canada",0.99994780350286
"University of Guelph, Hanner Laboratory",3,1.58171203456146e-06,"raw","US|Canada",0.999949385214894
"University of Idaho",3,1.58171203456146e-06,"raw","US|Canada",0.999950966926929
"University of Nebraska State Museum",3,1.58171203456146e-06,"raw","US|Canada",0.999952548638963
"Baylor College of Medicine",2,1.05447468970764e-06,"raw","US|Canada",0.999953603113653
"Broad Institute of MIT and Harvard",2,1.05447468970764e-06,"raw","US|Canada",0.999954657588343
"Canadian Centre for DNA Barcoding",2,1.05447468970764e-06,"raw","US|Canada",0.999955712063032
"Canadian Museum of Nature",2,1.05447468970764e-06,"raw","US|Canada",0.999956766537722
"Cowpens National Battlefield",2,1.05447468970764e-06,"raw","US|Canada",0.999957821012412
"Finger Lakes Community College",2,1.05447468970764e-06,"raw","US|Canada",0.999958875487101
"Finnish Museum of Natural History",2,1.05447468970764e-06,"raw","US|Canada",0.999959929961791
"Great Smoky Mountains National Park",2,1.05447468970764e-06,"raw","US|Canada",0.999960984436481
"Hebert Lab Collection",2,1.05447468970764e-06,"raw","US|Canada",0.999962038911171
"Institute of Cytology and Genetics, Russia",2,1.05447468970764e-06,"raw","US|Canada",0.99996309338586
"Milwaukee Public Museum",2,1.05447468970764e-06,"raw","US|Canada",0.99996414786055
"Mississippi State University, Entomological Collection",2,1.05447468970764e-06,"raw","US|Canada",0.99996520233524
"National Bureau of Agriculturally Important Insects, India",2,1.05447468970764e-06,"raw","US|Canada",0.999966256809929
"Research Collection of Carlos G. C. Mielke",2,1.05447468970764e-06,"raw","US|Canada",0.999967311284619
"Research Collection of John Hyatt",2,1.05447468970764e-06,"raw","US|Canada",0.999968365759309
"Research Collection of Ken Stead",2,1.05447468970764e-06,"raw","US|Canada",0.999969420233998
"Research Collection of Maria Balyaeva",2,1.05447468970764e-06,"raw","US|Canada",0.999970474708688
"Research Collection of Ricky Patterson",2,1.05447468970764e-06,"raw","US|Canada",0.999971529183378
"Research Collection of W. A. Palmer",2,1.05447468970764e-06,"raw","US|Canada",0.999972583658068
"United States Department of Agriculture, Bee Biology and Systematics Lab",2,1.05447468970764e-06,"raw","US|Canada",0.999973638132757
"University of Hawaii at Hilo",2,1.05447468970764e-06,"raw","US|Canada",0.999974692607447
"University of Innsbruck",2,1.05447468970764e-06,"raw","US|Canada",0.999975747082137
"University of Kentucky",2,1.05447468970764e-06,"raw","US|Canada",0.999976801556826
"University of Tennessee, Insect Collection",2,1.05447468970764e-06,"raw","US|Canada",0.999977856031516
"Wright State University",2,1.05447468970764e-06,"raw","US|Canada",0.999978910506206
"Agricultural Research Council, Plant Protection Research Institute, South Africa",1,5.27237344853821e-07,"raw","US|Canada",0.999979437743551
"Beijing Genomics Institute",1,5.27237344853821e-07,"raw","US|Canada",0.999979964980896
"Bernice Pauahi Bishop Museum",1,5.27237344853821e-07,"raw","US|Canada",0.99998049221824
"Canadian Wildlife Service",1,5.27237344853821e-07,"raw","US|Canada",0.999981019455585
"Chickamauga and Chattanooga National Military Park",1,5.27237344853821e-07,"raw","US|Canada",0.99998154669293
"Cornell University",1,5.27237344853821e-07,"raw","US|Canada",0.999982073930275
"Dalton State College",1,5.27237344853821e-07,"raw","US|Canada",0.99998260116762
"Everglades National Park, Museum Collection",1,5.27237344853821e-07,"raw","US|Canada",0.999983128404965
"Field Museum of Natural History",1,5.27237344853821e-07,"raw","US|Canada",0.99998365564231
"Hawaii Volcanoes National Park Insect Collection",1,5.27237344853821e-07,"raw","US|Canada",0.999984182879654
"Insectarium de Montreal",1,5.27237344853821e-07,"raw","US|Canada",0.999984710116999
"Instituto Nacional de Biodiversidad Herbario, Costa Rica",1,5.27237344853821e-07,"raw","US|Canada",0.999985237354344
"J. Craig Venter Institute",1,5.27237344853821e-07,"raw","US|Canada",0.999985764591689
"Kansas State University, Department of Entomology",1,5.27237344853821e-07,"raw","US|Canada",0.999986291829034
"Museum Witt Muenchen",1,5.27237344853821e-07,"raw","US|Canada",0.999986819066379
"Natural History Museum, Berne",1,5.27237344853821e-07,"raw","US|Canada",0.999987346303724
"Pacific Agri-Food Research Centre",1,5.27237344853821e-07,"raw","US|Canada",0.999987873541068
"Purdue University",1,5.27237344853821e-07,"raw","US|Canada",0.999988400778413
"Research Collection of D. R. Badgero",1,5.27237344853821e-07,"raw","US|Canada",0.999988928015758
"Research Collection of E. H. Metzler",1,5.27237344853821e-07,"raw","US|Canada",0.999989455253103
"Research Collection of J. Morton",1,5.27237344853821e-07,"raw","US|Canada",0.999989982490448
"Research Collection of Jason Dombroskie",1,5.27237344853821e-07,"raw","US|Canada",0.999990509727793
"Research Collection of John Longino",1,5.27237344853821e-07,"raw","US|Canada",0.999991036965137
"Research Collection of Jonathan Witt",1,5.27237344853821e-07,"raw","US|Canada",0.999991564202482
"Research Collection of Katsumi Ishizuka",1,5.27237344853821e-07,"raw","US|Canada",0.999992091439827
"Research Collection of Michael Sharkey",1,5.27237344853821e-07,"raw","US|Canada",0.999992618677172
"Research Collection of Norbert Poell",1,5.27237344853821e-07,"raw","US|Canada",0.999993145914517
"Research Collection of Ron Brechlin",1,5.27237344853821e-07,"raw","US|Canada",0.999993673151862
"Royal Belgian Institute of Natural Sciences",1,5.27237344853821e-07,"raw","US|Canada",0.999994200389207
"Russell Cave National Monument",1,5.27237344853821e-07,"raw","US|Canada",0.999994727626552
"Shiloh National Military Park",1,5.27237344853821e-07,"raw","US|Canada",0.999995254863896
"Smithsonian Institution, National Museum of Natural History, BIOLAT",1,5.27237344853821e-07,"raw","US|Canada",0.999995782101241
"Texas A&M University, Dept of Entomology, USA",1,5.27237344853821e-07,"raw","US|Canada",0.999996309338586
"The National Human Genome Research Institute",1,5.27237344853821e-07,"raw","US|Canada",0.999996836575931
"The University of Tokyo",1,5.27237344853821e-07,"raw","US|Canada",0.999997363813276
"University of Calgary",1,5.27237344853821e-07,"raw","US|Canada",0.999997891050621
"University of Central Florida",1,5.27237344853821e-07,"raw","US|Canada",0.999998418287965
"University of Florida, Florida Medical Entomology Laboratory",1,5.27237344853821e-07,"raw","US|Canada",0.99999894552531
"University of Lausanne",1,5.27237344853821e-07,"raw","US|Canada",0.999999472762655
"University of Wisconsin Superior, Natural Sciences Department",1,5.27237344853821e-07,"raw","US|Canada",1
"Centre for Biodiversity Genomics",1155220,0.627173652213474,"derep","Any location",0.627173652213474
"Mined from GenBank, NCBI",187137,0.101597440967325,"derep","Any location",0.728771093180799
"SNSB, Zoologische Staatssammlung Muenchen",50695,0.0275225223757917,"derep","Any location",0.756293615556591
"University of Pennsylvania",36185,0.019644984163488,"derep","Any location",0.775938599720079
