SeqID,SampleType,NewDate,Library,bioproject_accession,organism,env_broad_scale,env_local_scale,env_medium,host,lat_lon,taxonomy,isolate,catsite
oro162547,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162547,USA: Maple Hill Hollis NH
oro162548,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162548,USA: Maple Hill Hollis NH
oro162549,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162549,USA: Maple Hill Hollis NH
oro162551,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162551,USA: Maple Hill Hollis NH
oro162552,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162552,USA: Maple Hill Hollis NH
oro162554,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162554,USA: Maple Hill Hollis NH
oro162555,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162555,USA: Maple Hill Hollis NH
oro162556a,sample,2016-08-30,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162556a,USA: Massabesic NH
oro162557,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162557,USA: Maple Hill Hollis NH
oro162561,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162561,USA: Maple Hill Hollis NH
oro162562,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162562,USA: Maple Hill Hollis NH
oro162563,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162563,USA: Maple Hill Hollis NH
oro162564,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162564,USA: Maple Hill Hollis NH
oro162565,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162565,USA: Maple Hill Hollis NH
oro162566,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162566,USA: Maple Hill Hollis NH
oro162567,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162567,USA: Maple Hill Hollis NH
oro162568,sample,2016-09-21,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162568,USA: Maple Hill Hollis NH
oro162570,sample,2016-10-01,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162570,USA: Maple Hill Hollis NH
oro162571,sample,2016-10-01,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162571,USA: Maple Hill Hollis NH
oro162572,sample,2016-10-01,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162572,USA: Maple Hill Hollis NH
oro162573,sample,2016-10-01,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162573,USA: Maple Hill Hollis NH
oro162654,sample,2016-08-26,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162654,USA: Brown Lane Hollis NH
oro162655,sample,2016-08-26,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162655,USA: Brown Lane Hollis NH
oro162656,sample,2016-08-26,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162656,USA: Brown Lane Hollis NH
oro162657,sample,2016-08-26,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162657,USA: Brown Lane Hollis NH
oro162658,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162658,USA: Brown Lane Hollis NH
oro162659,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162659,USA: Brown Lane Hollis NH
oro162660,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162660,USA: Brown Lane Hollis NH
oro162661,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162661,USA: Brown Lane Hollis NH
oro162662,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162662,USA: Brown Lane Hollis NH
oro162663,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162663,USA: Brown Lane Hollis NH
oro162664,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162664,USA: Brown Lane Hollis NH
oro162665,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162665,USA: Brown Lane Hollis NH
oro162666,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162666,USA: Brown Lane Hollis NH
oro162667,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162667,USA: Brown Lane Hollis NH
oro162668,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162668,USA: Brown Lane Hollis NH
oro162669,sample,2016-09-02,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162669,USA: Brown Lane Hollis NH
oro162670,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162670,USA: Brown Lane Hollis NH
oro162671,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162671,USA: Brown Lane Hollis NH
oro162672,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162672,USA: Brown Lane Hollis NH
oro162673,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162673,USA: Brown Lane Hollis NH
oro162674,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162674,USA: Brown Lane Hollis NH
oro162675,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162675,USA: Brown Lane Hollis NH
oro162676,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162676,USA: Brown Lane Hollis NH
oro162677,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162677,USA: Brown Lane Hollis NH
oro162678,sample,2016-09-09,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162678,USA: Brown Lane Hollis NH
oro162685,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162685,USA: Brown Lane Hollis NH
oro162689,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162689,USA: Brown Lane Hollis NH
oro162690,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162690,USA: Brown Lane Hollis NH
oro162691,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162691,USA: Brown Lane Hollis NH
oro162692,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162692,USA: Brown Lane Hollis NH
oro162693,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162693,USA: Brown Lane Hollis NH
oro162694,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162694,USA: Brown Lane Hollis NH
oro162695,sample,2016-09-16,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162695,USA: Brown Lane Hollis NH
oro162696,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162696,USA: Brown Lane Hollis NH
oro162697,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162697,USA: Brown Lane Hollis NH
oro162698,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162698,USA: Brown Lane Hollis NH
oro162699,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162699,USA: Brown Lane Hollis NH
oro162700,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162700,USA: Brown Lane Hollis NH
oro162701,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162701,USA: Brown Lane Hollis NH
oro162702,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162702,USA: Brown Lane Hollis NH
oro162703,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162703,USA: Brown Lane Hollis NH
oro162704,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162704,USA: Brown Lane Hollis NH
oro162705,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162705,USA: Brown Lane Hollis NH
oro162706,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162706,USA: Brown Lane Hollis NH
oro162707,sample,2016-09-25,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162707,USA: Brown Lane Hollis NH
oro162734,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162734,USA: Canterbury NH
oro162735,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162735,USA: Canterbury NH
oro162736,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162736,USA: Canterbury NH
oro162737,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162737,USA: Canterbury NH
oro162738,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162738,USA: Canterbury NH
oro162739,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162739,USA: Canterbury NH
oro162740,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162740,USA: Canterbury NH
oro162741,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162741,USA: Canterbury NH
oro162742,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162742,USA: Canterbury NH
oro162743,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162743,USA: Canterbury NH
oro162744,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162744,USA: Canterbury NH
oro162745,sample,2016-08-22,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162745,USA: Canterbury NH
oro162746,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162746,USA: Canterbury NH
oro162747,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162747,USA: Canterbury NH
oro162748,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162748,USA: Canterbury NH
oro162749,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162749,USA: Canterbury NH
oro162751,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162751,USA: Canterbury NH
oro162754,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162754,USA: Canterbury NH
oro162757,sample,2016-08-30,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162757,USA: Canterbury NH
oro162759,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162759,USA: Canterbury NH
oro162762,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162762,USA: Canterbury NH
oro162763,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162763,USA: Canterbury NH
oro162764,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162764,USA: Canterbury NH
oro162765,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162765,USA: Canterbury NH
oro162766,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162766,USA: Canterbury NH
oro162767,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162767,USA: Canterbury NH
oro162768,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162768,USA: Canterbury NH
oro162769,sample,2016-09-06,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162769,USA: Canterbury NH
oro162770,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162770,USA: Canterbury NH
oro162771,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162771,USA: Canterbury NH
oro162773,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162773,USA: Canterbury NH
oro162774,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162774,USA: Canterbury NH
oro162775,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162775,USA: Canterbury NH
oro162776,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162776,USA: Canterbury NH
oro162777,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162777,USA: Canterbury NH
oro162778,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162778,USA: Canterbury NH
oro162779,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162779,USA: Canterbury NH
oro162780,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162780,USA: Canterbury NH
oro162781,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162781,USA: Canterbury NH
oro162782,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162782,USA: Canterbury NH
oro162784,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162784,USA: Canterbury NH
oro162785,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162785,USA: Canterbury NH
oro162786,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162786,USA: Canterbury NH
oro162787,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162787,USA: Canterbury NH
oro162788,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162788,USA: Canterbury NH
oro162789,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162789,USA: Canterbury NH
oro162790,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162790,USA: Canterbury NH
oro162791,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162791,USA: Canterbury NH
oro162792,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162792,USA: Canterbury NH
oro162793,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162793,USA: Canterbury NH
oro162795,sample,2016-07-20,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162795,USA: Canterbury NH
oro162796,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162796,USA: Canterbury NH
oro162797,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162797,USA: Canterbury NH
oro162798,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162798,USA: Canterbury NH
oro162799,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162799,USA: Canterbury NH
oro162800,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162800,USA: Canterbury NH
oro162801,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162801,USA: Canterbury NH
oro162802,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162802,USA: Canterbury NH
oro162803,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162803,USA: Canterbury NH
oro162804,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162804,USA: Canterbury NH
oro162806,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162806,USA: Canterbury NH
oro162807,sample,2016-07-27,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162807,USA: Canterbury NH
oro162808,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162808,USA: Canterbury NH
oro162809,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162809,USA: Canterbury NH
oro162810,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162810,USA: Canterbury NH
oro162811,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162811,USA: Canterbury NH
oro162812,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162812,USA: Canterbury NH
oro162813,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162813,USA: Canterbury NH
oro162814,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162814,USA: Canterbury NH
oro162815,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162815,USA: Canterbury NH
oro162817,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162817,USA: Canterbury NH
oro162818,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162818,USA: Canterbury NH
oro162819,sample,2016-08-07,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162819,USA: Canterbury NH
oro162820,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162820,USA: Canterbury NH
oro162821,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162821,USA: Canterbury NH
oro162822,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162822,USA: Canterbury NH
oro162823,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162823,USA: Canterbury NH
oro162824,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162824,USA: Canterbury NH
oro162825,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162825,USA: Canterbury NH
oro162826,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162826,USA: Canterbury NH
oro162827,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162827,USA: Canterbury NH
oro162828,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162828,USA: Canterbury NH
oro162829,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162829,USA: Canterbury NH
oro162830,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162830,USA: Canterbury NH
oro162831,sample,2016-08-15,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162831,USA: Canterbury NH
oro162832,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162832,USA: Canterbury NH
oro162833,sample,not recorded,libD,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162833,USA: Canterbury NH
oro162834,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162834,USA: Fairfield ME
oro162835,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162835,USA: Fairfield ME
oro162838,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162838,USA: Fairfield ME
oro162839,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162839,USA: Fairfield ME
oro162840,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162840,USA: Fairfield ME
oro162841,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162841,USA: Fairfield ME
oro162842,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162842,USA: Fairfield ME
oro162843,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162843,USA: Fairfield ME
oro162845,sample,2016-06-25,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162845,USA: Fairfield ME
oro162846,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162846,USA: Fairfield ME
oro162847,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162847,USA: Fairfield ME
oro162848,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162848,USA: Fairfield ME
oro162849,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162849,USA: Fairfield ME
oro162850,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162850,USA: Fairfield ME
oro162852,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162852,USA: Fairfield ME
oro162853,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162853,USA: Fairfield ME
oro162855,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162855,USA: Fairfield ME
oro162856,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162856,USA: Fairfield ME
oro162857,sample,2016-07-03,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162857,USA: Fairfield ME
oro162859,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162859,USA: Fairfield ME
oro162860,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162860,USA: Fairfield ME
oro162862,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162862,USA: Fairfield ME
oro162863,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162863,USA: Fairfield ME
oro162865,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162865,USA: Fairfield ME
oro162866,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162866,USA: Fairfield ME
oro162867,sample,2016-07-10,libC,PRJNA518082,not collected,not collected,not applicable,not applicable,not collected,not applicable,feces metagenome,oro162867,USA: Fairfield ME
