bioproject_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	Library
PRJNA518082	oro161508	oro161508	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161508_L001_R1_001.fastq.gz	oro161508_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161509	oro161509	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161509_L001_R1_001.fastq.gz	oro161509_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161510	oro161510	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161510_L001_R1_001.fastq.gz	oro161510_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161511	oro161511	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161511_L001_R1_001.fastq.gz	oro161511_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161512	oro161512	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161512_L001_R1_001.fastq.gz	oro161512_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161513	oro161513	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161513_L001_R1_001.fastq.gz	oro161513_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161514	oro161514	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161514_L001_R1_001.fastq.gz	oro161514_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161515	oro161515	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161515_L001_R1_001.fastq.gz	oro161515_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161516	oro161516	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161516_L001_R1_001.fastq.gz	oro161516_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161517	oro161517	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161517_L001_R1_001.fastq.gz	oro161517_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161519	oro161519	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161519_L001_R1_001.fastq.gz	oro161519_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161535	oro161535	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161535_L001_R1_001.fastq.gz	oro161535_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161536	oro161536	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161536_L001_R1_001.fastq.gz	oro161536_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161537	oro161537	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161537_L001_R1_001.fastq.gz	oro161537_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161538	oro161538	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161538_L001_R1_001.fastq.gz	oro161538_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161539	oro161539	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161539_L001_R1_001.fastq.gz	oro161539_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161540	oro161540	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161540_L001_R1_001.fastq.gz	oro161540_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161541	oro161541	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161541_L001_R1_001.fastq.gz	oro161541_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161542	oro161542	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161542_L001_R1_001.fastq.gz	oro161542_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161543	oro161543	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161543_L001_R1_001.fastq.gz	oro161543_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161544	oro161544	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161544_L001_R1_001.fastq.gz	oro161544_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161546	oro161546	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161546_L001_R1_001.fastq.gz	oro161546_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161547	oro161547	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161547_L001_R1_001.fastq.gz	oro161547_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161548	oro161548	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161548_L001_R1_001.fastq.gz	oro161548_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161549	oro161549	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161549_L001_R1_001.fastq.gz	oro161549_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161550	oro161550	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161550_L001_R1_001.fastq.gz	oro161550_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161551	oro161551	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161551_L001_R1_001.fastq.gz	oro161551_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161552	oro161552	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161552_L001_R1_001.fastq.gz	oro161552_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161554	oro161554	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161554_L001_R1_001.fastq.gz	oro161554_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161555	oro161555	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161555_L001_R1_001.fastq.gz	oro161555_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161556	oro161556	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161556_L001_R1_001.fastq.gz	oro161556_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161557	oro161557	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161557_L001_R1_001.fastq.gz	oro161557_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161558	oro161558	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161558_L001_R1_001.fastq.gz	oro161558_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161560	oro161560	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161560_L001_R1_001.fastq.gz	oro161560_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161561	oro161561	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161561_L001_R1_001.fastq.gz	oro161561_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161562	oro161562	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161562_L001_R1_001.fastq.gz	oro161562_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161563	oro161563	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161563_L001_R1_001.fastq.gz	oro161563_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161564	oro161564	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161564_L001_R1_001.fastq.gz	oro161564_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161565	oro161565	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161565_L001_R1_001.fastq.gz	oro161565_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161567	oro161567	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161567_L001_R1_001.fastq.gz	oro161567_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161568	oro161568	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161568_L001_R1_001.fastq.gz	oro161568_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161569	oro161569	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161569_L001_R1_001.fastq.gz	oro161569_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161570	oro161570	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161570_L001_R1_001.fastq.gz	oro161570_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161571	oro161571	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161571_L001_R1_001.fastq.gz	oro161571_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161573	oro161573	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161573_L001_R1_001.fastq.gz	oro161573_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161574	oro161574	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161574_L001_R1_001.fastq.gz	oro161574_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161575	oro161575	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161575_L001_R1_001.fastq.gz	oro161575_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161576	oro161576	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161576_L001_R1_001.fastq.gz	oro161576_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161577	oro161577	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161577_L001_R1_001.fastq.gz	oro161577_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161578	oro161578	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161578_L001_R1_001.fastq.gz	oro161578_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161579	oro161579	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161579_L001_R1_001.fastq.gz	oro161579_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161580	oro161580	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161580_L001_R1_001.fastq.gz	oro161580_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161581	oro161581	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161581_L001_R1_001.fastq.gz	oro161581_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161582	oro161582	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161582_L001_R1_001.fastq.gz	oro161582_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161583	oro161583	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161583_L001_R1_001.fastq.gz	oro161583_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161684	oro161684	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161684_L001_R1_001.fastq.gz	oro161684_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161685	oro161685	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161685_L001_R1_001.fastq.gz	oro161685_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161686	oro161686	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161686_L001_R1_001.fastq.gz	oro161686_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161687	oro161687	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161687_L001_R1_001.fastq.gz	oro161687_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161688	oro161688	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161688_L001_R1_001.fastq.gz	oro161688_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161689	oro161689	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161689_L001_R1_001.fastq.gz	oro161689_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161690	oro161690	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161690_L001_R1_001.fastq.gz	oro161690_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161691	oro161691	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161691_L001_R1_001.fastq.gz	oro161691_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161693	oro161693	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161693_L001_R1_001.fastq.gz	oro161693_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161694	oro161694	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161694_L001_R1_001.fastq.gz	oro161694_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161695	oro161695	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161695_L001_R1_001.fastq.gz	oro161695_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161696	oro161696	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161696_L001_R1_001.fastq.gz	oro161696_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161699	oro161699	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161699_L001_R1_001.fastq.gz	oro161699_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161700	oro161700	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161700_L001_R1_001.fastq.gz	oro161700_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161701	oro161701	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161701_L001_R1_001.fastq.gz	oro161701_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161702	oro161702	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161702_L001_R1_001.fastq.gz	oro161702_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161703	oro161703	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161703_L001_R1_001.fastq.gz	oro161703_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161704	oro161704	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161704_L001_R1_001.fastq.gz	oro161704_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161705	oro161705	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161705_L001_R1_001.fastq.gz	oro161705_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161706	oro161706	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161706_L001_R1_001.fastq.gz	oro161706_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161707	oro161707	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161707_L001_R1_001.fastq.gz	oro161707_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161708	oro161708	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161708_L001_R1_001.fastq.gz	oro161708_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161709	oro161709	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161709_L001_R1_001.fastq.gz	oro161709_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161710	oro161710	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161710_L001_R1_001.fastq.gz	oro161710_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161711	oro161711	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161711_L001_R1_001.fastq.gz	oro161711_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161712	oro161712	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161712_L001_R1_001.fastq.gz	oro161712_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161713	oro161713	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161713_L001_R1_001.fastq.gz	oro161713_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161714	oro161714	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161714_L001_R1_001.fastq.gz	oro161714_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161715	oro161715	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161715_L001_R1_001.fastq.gz	oro161715_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161716	oro161716	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161716_L001_R1_001.fastq.gz	oro161716_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161717	oro161717	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161717_L001_R1_001.fastq.gz	oro161717_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161718	oro161718	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161718_L001_R1_001.fastq.gz	oro161718_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161719	oro161719	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161719_L001_R1_001.fastq.gz	oro161719_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161720	oro161720	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161720_L001_R1_001.fastq.gz	oro161720_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161721	oro161721	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161721_L001_R1_001.fastq.gz	oro161721_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161722	oro161722	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161722_L001_R1_001.fastq.gz	oro161722_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161723	oro161723	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161723_L001_R1_001.fastq.gz	oro161723_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161724	oro161724	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161724_L001_R1_001.fastq.gz	oro161724_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161725	oro161725	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161725_L001_R1_001.fastq.gz	oro161725_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161726	oro161726	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161726_L001_R1_001.fastq.gz	oro161726_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161727	oro161727	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161727_L001_R1_001.fastq.gz	oro161727_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161728	oro161728	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161728_L001_R1_001.fastq.gz	oro161728_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161729	oro161729	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161729_L001_R1_001.fastq.gz	oro161729_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161730	oro161730	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161730_L001_R1_001.fastq.gz	oro161730_L001_R2_001.fastq.gz	libA
PRJNA518082	oro161731	oro161731	COI amplicons from bat guano	AMPLICON	METAGENOMIC	PCR	PAIRED	ILLUMINA	Illumina MiSeq	COI amplicons generated from ANML primer pair	fastq	oro161731_L001_R1_001.fastq.gz	oro161731_L001_R2_001.fastq.gz	libA
